"文件路径","类别","当前状态","对照20260912","字节数","SHA256","顶层hd_dc符号数","符号","说明"
"common/character_interactions/06_ep3_laamp_interactions.txt","common","存在","不在101文件清单","192580","ed115ad790ca98d8f9aa50c9d1e9fd7e07efc6621bd4e09fe6807c0016e1bdf0","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/character_interactions/10_tgp_interactions.txt","common","存在","不在101文件清单","241569","e12bb00b09503c67b82528f436effc81363df0da11f578ecbe69fd58d5d33af1","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/character_interactions/hd_dc_royal_support_interactions.txt","common","存在","不在101文件清单","1570","1c0c7a42fcc5c5434ca6b3539f0ff83ceb0c63982796df301e27bcb5de7cdf4a","1","hd_dc_request_royal_support_interaction","包含定义或引用，不代表整文件均由本任务制作"
"common/decisions/00_unity_decisions.txt","common","存在","不在101文件清单","32718","02f64b8f5119c1130233a860340c39869887b312566e5b695dfb1b1f99e314f8","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/decisions/dlc_decisions/tgp/tgp_dynastic_cycle_decisions.txt","common","存在","不在101文件清单","91691","15a47444d4ba9001bc4dbe778aa4ec26e322a6542a9b7999fbb22dc92bf71ed1","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/decisions/hd_dc_debug_decisions.txt","common","存在","不在101文件清单","324","f730b10dea7af517897b19d4692dc918dc7c7642d8e1a97b5b3bc652c360c612","1","hd_dc_debug_decision","包含定义或引用，不代表整文件均由本任务制作"
"common/decisions/hd_dc_governance_decisions.txt","common","存在","不在101文件清单","934","27d7417d5795df57c0900e67289648bddcfe1e419d7111d37a95277e5d794602","1","hd_dc_review_governance_decision","包含定义或引用，不代表整文件均由本任务制作"
"common/epidemics/00_epidemics.txt","common","存在","不在101文件清单","69514","a03df97019d7ce2c5826b2d856cadc1ef0fcf055c52e92ff0b631fcd164f576c","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/factions/00_factions.txt","common","存在","不在101文件清单","35036","f8fd1d33aea6857dabd56dfab460d18c0d92ef0d14f9eb4fe42d893660607b04","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/factions/00_nation_fracturing_faction.txt","common","存在","不在101文件清单","10471","cca0d9874692c410d55c2544ba4d063bed38cb1427aa1cf23cc1f8016ba25eb2","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/factions/10_tgp_factions.txt","common","存在","不在101文件清单","40099","6f1a87896084fb0cfa4af640058a47f92d6019c4a5f7da1c96e08dadbd4e11c8","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/factions/kuzhu_AUH_factions.txt","common","存在","不在101文件清单","11628","5ed2eb9b076a6e0ae3b3340cea3b4e6dac824e279ed574b4d428d518b3f09af8","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/great_projects/types/00_great_project_types.txt","common","存在","不在101文件清单","158110","079c6aa3145d24deb550863c96868b8f2bf5393ddf8053f61078a016ce56697e","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/great_projects/types/00_ministry_projects.txt","common","存在","不在101文件清单","120483","1e2f2fc622eb5ad7c9fb25fd2ad7352324eea3271bc0cef2a1be938b2707ab39","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/legitimacy/00_legitimacy.txt","common","存在","不在101文件清单","25166","b329ae152f00a0ae66483920d2e4774742c2123aeb0a9438d10059c96b76c6cf","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/modifiers/hd_dc_debug_modifiers.txt","common","存在","不在101文件清单","51","26c1a85ab17a4e63d47ed8243d584b90199a76dd4786147f461f687fbb1a3810","1","hd_dc_debug_policy_training","包含定义或引用，不代表整文件均由本任务制作"
"common/modifiers/hd_dc_policy_modifiers.txt","common","存在","不在101文件清单","298","75cf2c5d3ff5d9ea610aed09f1735f4c0e7a3963ef45ed32abbd4e32b478dee1","1","hd_dc_par_tax_relief_modifier","包含定义或引用，不代表整文件均由本任务制作"
"common/modifiers/hd_dc_pressure_modifiers.txt","common","存在","不在101文件清单","759","c1aefdf50ef84bfc31c0547bb41b6dc9a8109e67d75f87b0c968811c1e2c323d","8","hd_dc_pressure_character_2 / hd_dc_pressure_character_3 / hd_dc_pressure_character_4 / hd_dc_pressure_character_5 / hd_dc_pressure_county_2 / hd_dc_pressure_county_3 / hd_dc_pressure_county_4 / hd_dc_pressure_county_5","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/death.txt","common","存在","不在101文件清单","53153","5c47315bd31c048870d1e04d76ced3ff9539b3808029db5fe28d9021abc2e727","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/dynastic_cycle_on_actions.txt","common","存在","不在101文件清单","9828","136c55539dfabdd25095f48bec442697772c77871d7d098774d6f1e43754af63","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/hd_dc_faction_pulse_on_actions.txt","common","存在","不在101文件清单","676","4ad93cfd6928a0021d7e340afcb6ea06dd08e03a816f0b8b2fc97f3a26daecf7","1","hd_dc_extra_faction_yearly","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/hd_dc_natural_disaster_on_actions.txt","common","存在","不在101文件清单","741","f964e12eddb618946f7b17bb465c155f475a614e0caa95a7946b8a8c770542eb","1","hd_dc_natural_disaster_setup","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/hd_dc_observer_on_actions.txt","common","存在","不在101文件清单","3304","e30c673dcf01f2cc05d5a07bd3f4ed83ea45ccd0f2516818182e5fe983adbf81","7","hd_dc_ordinary_yearly / hd_dc_request_monthly_observation / hd_dc_observe_political_state / hd_dc_interrupt_governance_on_war / hd_dc_observe_title_transfer / hd_dc_observe_hegemony_destruction / hd_dc_observe_vassal_change","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/hd_dc_protection_on_actions.txt","common","存在","字节相同","2838","5606b12120977ecd8a6fb0891206294880cec05c9a31a6724be1a9711faff81e","3","hd_dc_protection_on_imprison / hd_dc_protection_on_death / hd_dc_protection_on_revoked","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/hd_dc_theft_pulse_on_actions.txt","common","缺失","不在101文件清单","0","","0","","只记录现状，未恢复"
"common/on_action/saas_game_start.txt","common","存在","字节相同","1937","7146916e7282e41cc175831bb88d47df8a0efb4606fe8c8412541840df33b3c0","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/title_on_actions.txt","common","存在","不在101文件清单","114414","02acf5bffc55d60cd99220e3301c38add435dc1abba77ce1675f95a3118e6840","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/war_on_actions.txt","common","存在","不在101文件清单","61423","e23b830a8028705fd1db54d6f078ff9a2a726f20e85b6e69ad9efabd224f441c","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/yearly_on_actions.txt","common","存在","字节相同","87117","ce45ceb35e025d7ec3a5ea9f534c387a9d8edc38f52ecbada683459608790e84","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/on_action/zz_hd_auh_yearly_actions.txt","common","存在","不在101文件清单","585","23069c15e6820bb68b871fc119efe53047707b19457332fd94a15774f7c32105","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/opinion_modifiers/hd_dc_debug_opinions.txt","common","存在","不在101文件清单","188","664fc398fd53945fa1a5e91a388a074248e3ca52d1316fd07f5d0db32e1468b6","3","hd_dc_debug_trust_opinion / hd_dc_debug_roy_grievance_opinion / hd_dc_debug_party_grievance_opinion","包含定义或引用，不代表整文件均由本任务制作"
"common/opinion_modifiers/hd_dc_opinions.txt","common","存在","不在101文件清单","970","68e0581fa4cbcdf7e834e9755cdf0a523eed7a28fb4407720539b86464818e17","16","hd_dc_signed_terms_opinion / hd_dc_counter_terms_opinion / hd_dc_rejected_terms_opinion / hd_dc_ritual_fairness_opinion / hd_dc_ritual_disappointment_opinion / hd_dc_ritual_command_opinion / hd_dc_ritual_precedence_opinion / hd_dc_royal_cooperation_opinion / hd_dc_royal_support_opinion / hd_dc_ordinary_response_opinion / hd_dc_enthronement_support_opinion / hd_dc_faithful_royal_opinion / hd_dc_policy_silenced_opinion / hd_dc_policy_retained_opinion / hd_dc_policy_trial_selected_opinion / hd_dc_policy_trial_passed_over_opinion","包含定义或引用，不代表整文件均由本任务制作"
"common/schemes/scheme_types/tgp_dynastic_cycle_schemes.txt","common","存在","不在101文件清单","26122","e0f84435b99022144d966661a5b8bfc770869e79ec819303c37401a1ba99ee05","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/00_war_values.txt","common","存在","不在101文件清单","20689","431e0b09dba1214cd17fa73393c9737ea208526f2bebb39a8ff5c23769c7ea0d","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_delivery_delay_values.txt","common","存在","字节相同","326","f5d6164754d4b4fcdb1e15e2df29aa86779586f026a475240dbdaa7d82cc239b","2","hd_dc_royal_invitation_delay_days_value / hd_dc_proposal_response_months_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_epidemic_values.txt","common","存在","不在101文件清单","669","18e13fddefeb23d11b9d66f9e15573aedec471683b72ac25ea1b0de616a375b1","1","hd_dc_epidemic_hazard_multiplier_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_faction_values.txt","common","存在","不在101文件清单","3033","04a54efa2c93c3aaa4ae88f3b97f449ccf797f6d6c3bd52f3b70054821bb75dd","6","hd_dc_faction_hazard_multiplier_value / hd_dc_independence_demand_base_value / hd_dc_ceremonial_liberty_demand_base_value / hd_dc_liberty_demand_base_value / hd_dc_claimant_demand_base_value / hd_dc_ceremonial_claimant_demand_base_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_hazard_values.txt","common","存在","不在101文件清单","6607","964dc815466fe1f3d2dfd92651f1d2b398eddd2c5e3ab90c06cd30004fb5482a","5","hd_dc_scheme_hazard_multiplier_value / hd_dc_hazard_probability_value / hd_dc_hazard_scaled_log_value / hd_dc_hazard_scaled_exp_value / hd_dc_hazard_binary_divisor_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_natural_disaster_values.txt","common","存在","不在101文件清单","449","fcb931fa5688709cc17974bc848e919120809f3b3d507ab52efda00470caab38","1","hd_dc_natural_disaster_hazard_multiplier_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_negative_completion_values.txt","common","存在","字节相同","5924","5aa9ba1a51a97987abac1275a0f02b8fc17e35135e45e0f03918e396a722df5b","6","hd_dc_negative_completion_native_bad_value / hd_dc_negative_completion_native_other_value / hd_dc_negative_completion_guest_bad_factor_value / hd_dc_negative_completion_dynamic_chance_value / hd_dc_negative_completion_dynamic_bad_factor_value / hd_dc_negative_completion_dynamic_other_factor_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_ordinary_values.txt","common","存在","不在101文件清单","422","ddf3307044f580a1c074c22d5aab237556579a9b5bb840748dabfadbac62323b","1","hd_dc_social_hazard_multiplier_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_parameters.txt","common","存在","不在101文件清单","1168","bf1a1a23182028d20b277661c365b1f04d42e23a51ece8180976b564276a96bb","4","hd_dc_control_numerator_value / hd_dc_enter_denominator_value / hd_dc_restore_denominator_value / hd_dc_control_percent_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_party_values.txt","common","存在","不在101文件清单","278","6e8e0b7930b95c58a305cdfe9733962ba9c0419f9b132deae1e35e199e190c50","2","hd_dc_par_power_fivefold_value / hd_dc_par_snapshot_group_count_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_pressure_values.txt","common","存在","不在101文件清单","1189","2044977e6d8c5b710508bb1d91a582f6c5ff10bcc7089ff9b244e73b3fa7ebff","5","hd_dc_pressure_band_value / hd_dc_control_loss_target_value / hd_dc_development_loss_target_value / hd_dc_control_loss_due_value / hd_dc_development_loss_due_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_scheme_initiation_values.txt","common","存在","不在101文件清单","6338","b91eda54761e9f1d586c19b23a079a1cab9f9d8731f8d49fb8e1066e0a354bb4","5","hd_dc_abduct_base_probability_value / hd_dc_blackmail_unity_add_value / hd_dc_blackmail_base_probability_value / hd_dc_abduct_initiation_probability_value / hd_dc_murder_base_probability_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_theft_values.txt","common","存在","不在101文件清单","2054","348e6e6afa163a6d5a0c8ebdfbe617ffb940216ed1513d85000426b01c95f4a7","2","hd_dc_siphon_base_probability_value / hd_dc_siphon_initiation_probability_value","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_truce_values.txt","common","存在","不在101文件清单","1487","d255ca2c896518303d4549dc063091455776f8f16324f8d85648cf844b39a80c","5","hd_dc_fixed_five_year_war_truce_days / hd_dc_fixed_ten_year_war_truce_days / hd_dc_fixed_forty_year_war_truce_days / hd_dc_tribute_war_truce_years / hd_dc_petition_war_truce_years","包含定义或引用，不代表整文件均由本任务制作"
"common/script_values/hd_dc_unity_values.txt","common","存在","不在101文件清单","468","190aad9952ba0a9ca0a0c62a25e35e0e9ed99f85440c4cff76c6ec5db7cef7da","1","hd_dc_unity_loss_multiplier_value","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_courtier_guest_management_effects.txt","common","存在","字节相同","39386","d4cbb4045b9bc90210e723b3aedb64a1f122f6b23161260d5df083159d6d38b3","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_decisions_effects.txt","common","存在","字节相同","36979","03bae6fbc1c30ee2a491e0b55f482fc8aa0a0ea93233ba67c136d9ed43559cdf","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_education_effects.txt","common","存在","字节相同","79514","6b5a362de0ea610d2534fc54e4702ea9f0103315597e35df3b905e9eb245c388","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_faction_effects.txt","common","存在","不在101文件清单","52074","1a978a350eee0a5d9cfd22932915c28c0ba7aa6bd9e74a046ddb4beb79605434","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_interaction_effects.txt","common","存在","字节相同","122858","0485c3c60a989071ac05e9115054b24f819dc067b79f4c27da3e0f790ec06c83","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_petition_liege_effects.txt","common","存在","不在101文件清单","34352","365426538febfe134eec82172045d7f08124445c1ac75a98a2caec382b7ce729","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_prison_effects.txt","common","存在","字节相同","61519","38424ba22e1695e0d6e168b27de5ea0b281b7e8a61b7da7a3f263539743819cb","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_religious_interaction_effects.txt","common","存在","字节相同","41980","2aa350493121ac298208eea31ea43632914fe5644f44e3bd04294876ad25b843","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/00_war_effects.txt","common","存在","不在101文件清单","68915","893a26f5cf6011cfc54753bdf8203f4475257f477fbae505b929af92ac6c5b03","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/05_bp2_hostage_effects.txt","common","存在","字节相同","20826","fafde1583eee1dd36cd55ec8a7ee1a60ac3c4db6ccb063a752b4ab1916ee46d0","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/05_dlc_bp2_effects.txt","common","存在","字节相同","33550","597043c8e88b3946195bf200418e9b8a69b6710e32a00dd8dd21332d9cf512b2","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/10_dlc_tgp_dynastic_cycle_scripted_effects.txt","common","存在","字节相同","39809","dd8b1f10ceaef17147e2a1d2052ea05292986babf97ccececf033ebdd6c7294e","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/10_dlc_tgp_natural_disaster_scripted_effects.txt","common","存在","不在101文件清单","27655","ecd60cf4e6c34442824828ca4262f83842935aa7f3b13ef372efcce3a12668c5","1","hd_dc_disaster_catalyst_once_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/10_dlc_tgp_scripted_effects.txt","common","存在","不在101文件清单","264780","700fe34fed4c63e4191f4341d40ad880b9c95d6aa2a38363b97498200913011f","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_action_effects.txt","common","存在","不在101文件清单","3851","a4534d61964382d570c06224f5f4b5850298b48991dd64e5ed8e0a100522e386","2","hd_dc_prepare_ability_action_effect / hd_dc_resolve_ability_action_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_catalyst_effects.txt","common","存在","不在101文件清单","16056","b3b2801e913a75acf7994f2d599ee7951cc7181d09c8440016539962def73c41","4","hd_dc_catalyst_effect / hd_dc_catalyst_with_actor_effect / hd_dc_catalyst_row_effect / hd_dc_map_catalyst_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_debug_effects.txt","common","存在","字节相同","4918","0462bcc5ff8121d7193de6e150787900ae76aaafe309c98b781db18de5aa3195","6","hd_dc_debug_change_points_effect / hd_dc_debug_prepare_ord19_effect / hd_dc_debug_start_roy_effect / hd_dc_debug_start_par_effect / hd_dc_debug_request_support_effect / hd_dc_debug_set_points_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_debug_scene_effects.txt","common","存在","字节相同","9245","ab5947c2b03ee584e60e421d61c3673de8de6884c9bb070d042bed5fe10b380e","7","hd_dc_debug_select_epidemic_effect / hd_dc_debug_spawn_selected_epidemic_effect / hd_dc_debug_prepare_ord09_effect / hd_dc_debug_prepare_ord13_effect / hd_dc_debug_prepare_par_effect / hd_dc_debug_prepare_roy_effect / hd_dc_debug_prepare_support_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_enemy_child_effects.txt","common","存在","不在101文件清单","9732","9ff13a21edfe9eab078cdf9d08fb7ef55e445a40913038f955e535fd8c96883a","10","hd_dc_start_ord19_effect / hd_dc_ord19_offer_cooperation_effect / hd_dc_ord19_accept_cooperation_effect / hd_dc_ord19_decline_cooperation_effect / hd_dc_ord19_submit_letter_effect / hd_dc_ord19_withdraw_letter_effect / hd_dc_ord19_finish_cooperation_effect / hd_dc_maintain_ord19_cooperation_effect / hd_dc_ord19_judge_person_effect / hd_dc_ord19_blame_family_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_era_effects.txt","common","存在","不在101文件清单","8139","591db4de7ea863a77fe54077ef90a8570cdfd99a4f7334536d878aeab4902e6b","10","hd_dc_initialize_scope_effect / hd_dc_start_era_timer_effect / hd_dc_clear_era_timers_effect / hd_dc_refresh_snapshot_effect / hd_dc_write_phase_effect / hd_dc_route_nonchaos_phase_effect / hd_dc_evaluate_era_effect / hd_dc_request_observation_effect / hd_dc_observe_mandate_war_effect / hd_dc_notify_chaos_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_existing_trait_pool_effects.txt","common","存在","不在101文件清单","4669","0c1e758581806b5cf6f839fcd58a541d429f08ae22bcc71c546fd59941554dbd","5","hd_dc_prepare_dinner_trait_pool_effect / hd_dc_scale_existing_trait_pool_effect / hd_dc_prepare_education_trait_pool_effect / hd_dc_prepare_inspiration_trait_pool_effect / hd_dc_freeze_existing_trait_pool_region_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_faction_pulse_claimant_effects.txt","common","存在","不在101文件清单","4494","bc0309d698f33f457fa5e31ce30ff9ec55b75fc34f1649296f1e1b8abdf087e7","5","hd_dc_prepare_extra_claimant_effect / hd_dc_save_extra_claiming_title_effect / hd_dc_restore_extra_claiming_title_effect / hd_dc_probe_extra_claimant_title_effect / hd_dc_create_extra_claimant_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_faction_pulse_effects.txt","common","存在","不在101文件清单","6329","16139386adfb92d1a845b2eab253a27bb20e389486fb42d36be33ffb48761d38","5","hd_dc_check_extra_faction_year_effect / hd_dc_record_extra_faction_effect / hd_dc_create_extra_character_faction_effect / hd_dc_create_extra_county_faction_effect / hd_dc_select_extra_faction_type_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_family_effects.txt","common","存在","不在101文件清单","810","d2268ff4ead23cda72d5870b7499d3e8624e7cbe4f1330b42d5362536190e2b9","1","hd_dc_prepare_spouse_dispute_roll_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_governance_effects.txt","common","存在","不在101文件清单","6964","6b6d51326880f11639367a878d663694f221c0b5221b6ddf6640c2cd1e8cf1e2","7","hd_dc_observe_governance_effect / hd_dc_refresh_governance_tier_effect / hd_dc_commit_governance_effect / hd_dc_release_own_acute_lock_effect / hd_dc_interrupt_governance_stability_effect / hd_dc_register_governance_obligation_change_effect / hd_dc_open_governance_review_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_governor_trait_effects.txt","common","存在","不在101文件清单","2993","8bfb302d295a688a3f45fa4031c34ac98b927a6e3ecda4fb6f9eb0d1f8cffd54","2","hd_dc_count_governor_trait_candidate_effect / hd_dc_prepare_governor_trait_roll_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_military_selection_effects.txt","common","存在","不在101文件清单","4261","babf9c15590385eac6c1c2e6e144b2b58c860b93bbb75c4546295a492a29cc5c","1","hd_dc_snapshot_military_social_pool_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_negative_completion_effects.txt","common","存在","字节相同","8625","935b3c468bbe3c88d36b0d7d1866acb6b088429e656d76dae7640d1e7716745b","6","hd_dc_prepare_negative_completion_roll_effect / hd_dc_prepare_negative_completion_simple_pool_effect / hd_dc_prepare_negative_completion_chariot_pool_effect / hd_dc_prepare_negative_completion_dynamic_pool_effect / hd_dc_prepare_negative_completion_guest_pool_effect / hd_dc_prepare_negative_completion_inspiration_teach_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_negative_relation_completion_effects.txt","common","存在","字节相同","2987","7ede4e09e0e9c0996d8c7c5a33652e32013975533a7863df83b9d1a2b0300d19","4","hd_dc_prepare_tournament_sabotage_relation_effect / hd_dc_prepare_witch_guest_relation_effect / hd_dc_prepare_negative_relation_completion_effect / hd_dc_prepare_yearly_4001_relation_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_ordinary_effects.txt","common","存在","不在101文件清单","11965","28e956c10b5cadab6a001fae0b0cf503b2f31ebca84a12cacf24b1736e718b93","10","hd_dc_observe_ordinary_pool_effect / hd_dc_start_ord13_effect / hd_dc_ord13_delegate_effect / hd_dc_ord13_rebuke_effect / hd_dc_ord13_ask_help_effect / hd_dc_ord13_personality_stress_effect / hd_dc_ord13_answer_help_effect / hd_dc_close_ordinary_effect / hd_dc_cancel_ordinary_delivery_effect / hd_dc_maintain_ordinary_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_party_case_effects.txt","common","存在","不在101文件清单","7434","6dbac96926d0c6b3e5129a9c226c65ca62be3eb389f2af41af58e82728b6993e","5","hd_dc_prepare_party_policy_case_effect / hd_dc_deliver_party_policy_inquiry_effect / hd_dc_answer_party_policy_inquiry_effect / hd_dc_maintain_party_policy_case_effect / hd_dc_boot_party_policy_case_effect","包含定义或引用，不代表整文件均由本任务制作"
